0, 1, 8
0, 2, 7
0, 3, 8
0, 4, 10
0, 5, 5
0, 6, 4
0, 7, 2
0, 8, 2
0, 9, 6
0, 10, 8
0, 11, 2
0, 12, 7
0, 13, 10
0, 14, 2
0, 15, 10
0, 16, 4
0, 17, 7
0, 18, 4
0, 19, 4
0, 20, 2
0, 21, 1
0, 22, 9
0, 23, 10
0, 24, 6
0, 25, 1
0, 26, 4
0, 27, 8
0, 28, 3
0, 29, 6
0, 30, 1
0, 31, 10
0, 32, 6
0, 33, 3
0, 34, 7
0, 35, 1
0, 36, 10
0, 37, 3
0, 38, 9
0, 39, 6
0, 40, 4
0, 41, 7
0, 42, 7
0, 43, 6
0, 44, 4
0, 45, 3
0, 46, 7
0, 47, 1
0, 48, 9
0, 49, 7
0, 50, 5
0, 51, 10
0, 52, 9
0, 53, 6
0, 54, 9
0, 55, 9
0, 56, 6
0, 57, 1
0, 58, 8
0, 59, 9
0, 60, 9
0, 61, 9
0, 62, 10
0, 63, 1
0, 64, 7
0, 65, 5
0, 66, 4
0, 67, 8
0, 68, 7
0, 69, 1
0, 70, 10
0, 71, 3
0, 72, 10
0, 73, 3
0, 74, 3
0, 75, 5
0, 76, 4
0, 77, 2
0, 78, 3
0, 79, 8
0, 80, 10
0, 81, 2
0, 82, 3
0, 83, 5
0, 84, 2
0, 85, 6
0, 86, 1
0, 87, 6
0, 88, 1
0, 89, 3
0, 90, 7
0, 91, 10
0, 92, 5
0, 93, 5
0, 94, 2
0, 95, 3
0, 96, 2
0, 97, 3
0, 98, 4
0, 99, 9
1, 2, 9
1, 3, 2
1, 4, 10
1, 5, 3
1, 6, 6
1, 7, 6
1, 8, 4
1, 9, 4
1, 10, 2
1, 11, 1
1, 12, 7
1, 13, 5
1, 14, 5
1, 15, 3
1, 16, 2
1, 17, 7
1, 18, 6
1, 19, 2
1, 20, 10
1, 21, 10
1, 22, 2
1, 23, 9
1, 24, 1
1, 25, 1
1, 26, 9
1, 27, 4
1, 28, 2
1, 29, 6
1, 30, 2
1, 31, 9
1, 32, 10
1, 33, 3
1, 34, 8
1, 35, 4
1, 36, 7
1, 37, 1
1, 38, 9
1, 39, 7
1, 40, 1
1, 41, 3
1, 42, 2
1, 43, 8
1, 44, 1
1, 45, 1
1, 46, 10
1, 47, 2
1, 48, 7
1, 49, 1
1, 50, 8
1, 51, 2
1, 52, 7
1, 53, 7
1, 54, 6
1, 55, 3
1, 56, 4
1, 57, 10
1, 58, 6
1, 59, 9
1, 60, 5
1, 61, 3
1, 62, 8
1, 63, 5
1, 64, 1
1, 65, 3
1, 66, 6
1, 67, 2
1, 68, 3
1, 69, 4
1, 70, 8
1, 71, 8
1, 72, 4
1, 73, 7
1, 74, 1
1, 75, 7
1, 76, 9
1, 77, 5
1, 78, 7
1, 79, 10
1, 80, 5
1, 81, 10
1, 82, 3
1, 83, 4
1, 84, 3
1, 85, 9
1, 86, 6
1, 87, 8
1, 88, 4
1, 89, 1
1, 90, 5
1, 91, 10
1, 92, 1
1, 93, 1
1, 94, 1
1, 95, 3
1, 96, 5
1, 97, 4
1, 98, 2
1, 99, 3
2, 3, 6
2, 4, 5
2, 5, 6
2, 6, 4
2, 7, 3
2, 8, 10
2, 9, 3
2, 10, 10
2, 11, 4
2, 12, 6
2, 13, 2
2, 14, 9
2, 15, 7
2, 16, 4
2, 17, 10
2, 18, 8
2, 19, 3
2, 20, 7
2, 21, 2
2, 22, 1
2, 23, 1
2, 24, 8
2, 25, 2
2, 26, 1
2, 27, 10
2, 28, 9
2, 29, 1
2, 30, 8
2, 31, 6
2, 32, 8
2, 33, 8
2, 34, 1
2, 35, 3
2, 36, 6
2, 37, 7
2, 38, 8
2, 39, 5
2, 40, 4
2, 41, 6
2, 42, 8
2, 43, 6
2, 44, 3
2, 45, 7
2, 46, 5
2, 47, 2
2, 48, 6
2, 49, 8
2, 50, 4
2, 51, 5
2, 52, 8
